Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
34788-TEL,Female,39,No,Telangana,4,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.5,696.8,0,0,542.08,1238.88,Stayed,Others,Others
34799-UTT,Female,34,Yes,"Uttar Pradesh",11,17,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",50.3,846.8,0,0,775.37,1622.17,Stayed,Others,Others
34812-BIH,Female,83,No,Bihar,12,19,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",99.5,6822.15,0,0,1904.76,8726.91,Churned,Competitor,"Competitor had better devices"
34824-UTT,Female,59,Yes,"Uttar Pradesh",10,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.5,255.5,0,0,552.72,808.22,Stayed,Others,Others
34825-WES,Female,30,Yes,"West Bengal",12,3,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.55,1218.65,0,0,2905.5,4124.15,Stayed,Others,Others
34828-PUD,Female,46,No,Puducherry,3,23,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",24.45,1513.6,0,0,138.04,1651.64,Stayed,Others,Others
34857-WES,Female,21,Yes,"West Bengal",4,8,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",92.9,3379.25,0,0,1459.44,4838.69,Stayed,Others,Others
34897-RAJ,Female,45,Yes,Rajasthan,12,9,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",43.95,2007.85,0,0,0,2007.85,Stayed,Others,Others
34903-PUD,Male,56,Yes,Puducherry,4,14,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.8,7470.1,0,0,2915.28,10385.38,Stayed,Others,Others
34904-WES,Male,49,Yes,"West Bengal",1,23,None,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",76.1,4818.8,0,0,421.76,5240.56,Stayed,Others,Others
34921-HAR,Female,58,No,Haryana,0,14,None,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,"One Year",No,"Credit Card",35.45,1391.65,0,0,0,1391.65,Stayed,Others,Others
34924-HAR,Male,53,Yes,Haryana,4,1,"Deal 5",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",25.4,153.3,0,0,190.38,343.68,Stayed,Others,Others
34927-MAH,Female,22,No,Maharashtra,5,10,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.75,1777.6,0,0,2108.88,3886.48,Stayed,Others,Others
34947-UTT,Female,40,Yes,"Uttar Pradesh",12,34,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",79.7,4786.15,0,30,3092.04,7908.19,Stayed,Others,Others
34961-AND,Female,55,No,"Andhra Pradesh",5,4,None,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,"One Year",Yes,"Mailed Check",55.85,937.5,0,0,413.27,1350.77,Churned,Price,"Price too high"
35000-MAH,Male,77,Yes,Maharashtra,1,7,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.3,1096.25,0,0,490.98,1587.23,Churned,Dissatisfaction,"Service dissatisfaction"
35002-KAR,Female,51,No,Karnataka,1,30,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",103.4,7372.65,0,0,221.04,7593.69,Churned,Price,"Lack of affordable download/upload speed"
35003-GUJ,Male,52,Yes,Gujarat,13,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.95,907.05,0,0,617.32,1524.37,Stayed,Others,Others
35004-RAJ,Male,28,No,Rajasthan,4,32,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",90.55,90.55,0,60,15.44,165.99,Churned,Competitor,"Competitor made better offer"
35011-MAH,Female,58,No,Maharashtra,4,32,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.75,5969.95,0,0,169.8,6139.75,Stayed,Others,Others
35014-HAR,Female,74,Yes,Haryana,6,28,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.5,6479.4,0,0,1142.82,7622.22,Stayed,Others,Others
35016-ODI,Male,49,Yes,Odisha,15,1,"Deal 5",No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",35.9,35.9,0,0,0,35.9,Churned,Competitor,"Competitor offered higher download speeds"
35038-HAR,Male,45,No,Haryana,6,26,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",24.45,1088.25,0,0,2128.95,3217.2,Stayed,Others,Others
35047-KAR,Female,47,No,Karnataka,11,3,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.7,1051.9,0,0,1841.28,2893.18,Stayed,Others,Others
35049-GUJ,Female,62,Yes,Gujarat,5,20,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",85.75,6223.8,4.6,0,2178.28,8397.48,Stayed,Others,Others
35069-WES,Male,21,Yes,"West Bengal",14,2,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",96.1,6001.45,0,0,1891.62,7893.07,Stayed,Others,Others
35094-GUJ,Male,21,Yes,Gujarat,1,5,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.25,1573.05,0,0,1543.5,3116.55,Stayed,Others,Others
35126-UTT,Female,68,No,"Uttar Pradesh",11,22,None,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",70.85,4738.85,0,0,2904.66,7643.51,Stayed,Others,Others
35143-MAH,Female,68,Yes,Maharashtra,8,19,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",80.25,303.7,0,30,35,368.7,Stayed,Others,Others
35146-HAR,Female,21,No,Haryana,0,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",85.45,85.45,0,0,31.03,116.48,Churned,Price,"Price too high"
35152-HAR,Female,42,No,Haryana,7,31,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",102.45,6615.15,0,130,3218.82,9963.97,Churned,Competitor,"Competitor had better devices"
35183-MAH,Female,55,No,Maharashtra,6,11,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",114.05,8289.2,0,0,418.32,8707.52,Stayed,Others,Others
35197-TEL,Female,78,Yes,Telangana,14,27,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.25,69.25,0,0,37.3,106.55,Churned,Competitor,"Competitor had better devices"
35203-HAR,Female,25,Yes,Haryana,6,8,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",83.45,3887.85,0,0,2184.48,6072.33,Stayed,Others,Others
35207-MAD,Female,71,No,"Madhya Pradesh",4,8,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",75.65,5411.4,25.67,0,1180.9,6566.63,Stayed,Others,Others
35211-JHA,Male,42,No,Jharkhand,15,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",20.1,279.5,0,0,537.2,816.7,Stayed,Others,Others
35237-MAH,Male,68,No,Maharashtra,0,2,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.35,69.35,0,0,45.86,115.21,Churned,Price,"Long distance charges"
35240-WES,Female,51,No,"West Bengal",0,9,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",94.3,2679.7,0,0,1249.8,3929.5,Stayed,Others,Others
35248-KAR,Female,37,Yes,Karnataka,15,9,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",80.45,3398.9,0,0,1798.69,5197.59,Stayed,Others,Others
35267-ODI,Female,26,Yes,Odisha,6,20,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",45.65,323.45,0,0,34.14,357.59,Stayed,Others,Others
35279-BIH,Male,57,Yes,Bihar,0,19,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",111.1,6014.85,0,50,2523.96,8588.81,Churned,Dissatisfaction,"Product dissatisfaction"
35279-HAR,Female,43,No,Haryana,11,6,None,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",59.2,59.2,0,0,13.58,72.78,Churned,Dissatisfaction,"Service dissatisfaction"
35322-MAH,Male,37,No,Maharashtra,1,11,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",93.25,6669.45,0,90,1885.76,8645.21,Stayed,Others,Others
35389-JAM,Female,23,Yes,"Jammu & Kashmir",14,4,"Deal 3",No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",25,789.2,22.4,0,0,766.8,Stayed,Others,Others
35391-MAH,Female,52,Yes,Maharashtra,5,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.5,805.2,0,0,1672.03,2477.23,Stayed,Others,Others
35391-UTT,Male,23,No,"Uttar Pradesh",15,5,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",70.7,553.4,0,0,335.44,888.84,Stayed,Others,Others
35401-UTT,Female,42,Yes,"Uttar Pradesh",13,26,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",71.35,71.35,0,0,40.4,111.75,Churned,Dissatisfaction,"Poor expertise of phone support"
35416-UTT,Female,37,Yes,Uttarakhand,8,23,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",95,5535.8,0,0,2404.26,7940.06,Stayed,Others,Others
35422-CHH,Female,46,Yes,Chhattisgarh,1,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.25,1029.8,0,0,415.95,1445.75,Stayed,Others,Others
35430-ASS,Female,56,No,Assam,15,3,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,"Credit Card",78.3,1033.95,0,150,415.09,1599.04,Stayed,Others,Others
35445-MAH,Female,55,No,Maharashtra,13,2,None,No,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",44.95,3085.35,0,0,0,3085.35,Stayed,Others,Others
35452-KER,Female,58,Yes,Kerala,12,24,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.25,1108.2,0,0,1412.46,2520.66,Stayed,Others,Others
35453-BIH,Female,28,Yes,Bihar,12,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.1,579.4,0,0,937.2,1516.6,Stayed,Others,Others
35458-MAD,Female,56,No,"Madhya Pradesh",10,13,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",95.7,2338.35,0,0,95.25,2433.6,Stayed,Others,Others
35471-KAR,Female,46,Yes,Karnataka,13,26,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",52.55,525.5,0,0,0,525.5,Stayed,Others,Others
35494-JHA,Female,82,No,Jharkhand,1,12,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",60.65,3975.9,0,0,2757.4,6733.3,Stayed,Others,Others
35498-MAH,Female,61,No,Maharashtra,7,23,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Mailed Check",104.4,5232.9,0,0,1039.5,6272.4,Stayed,Others,Others
35520-ASS,Female,25,No,Assam,7,3,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",80.5,80.5,0,0,35.77,116.27,Churned,Dissatisfaction,"Product dissatisfaction"
35527-JAM,Female,24,No,"Jammu & Kashmir",6,10,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",19.5,413,0,0,219.4,632.4,Stayed,Others,Others
35527-TAM,Female,18,Yes,"Tamil Nadu",2,12,"Deal 3",No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",41.15,1700.9,0,0,0,1700.9,Stayed,Others,Others
35529-DEL,Female,35,No,Delhi,15,27,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",95.65,6744.2,0,0,3234.03,9978.23,Stayed,Others,Others
35538-TAM,Female,52,No,"Tamil Nadu",7,11,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",101.75,1669.4,0,0,361.8,2031.2,Stayed,Others,Others
35560-UTT,Female,40,No,"Uttar Pradesh",2,23,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Mailed Check",20.1,407.05,0,0,338.4,745.45,Stayed,Others,Others
35571-TEL,Male,30,Yes,Telangana,1,11,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",83.55,6093.3,0,90,1527.12,7710.42,Stayed,Others,Others
35597-UTT,Female,34,Yes,"Uttar Pradesh",6,14,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",Yes,"Credit Card",76.35,2606.35,0,0,1615.32,4221.67,Stayed,Others,Others
35603-UTT,Female,43,No,Uttarakhand,5,34,None,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",74.55,4191.45,0,0,765.72,4957.17,Stayed,Others,Others
35604-ASS,Female,60,Yes,Assam,11,34,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",78.85,1600.25,0,50,667.7,2317.95,Stayed,Others,Others
35607-WES,Female,29,Yes,"West Bengal",6,2,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",23.9,300.8,0,0,0,300.8,Churned,Dissatisfaction,"Limited range of services"
35612-TEL,Female,19,Yes,Telangana,13,6,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",90.95,5930.05,0,0,1787.94,7717.99,Stayed,Others,Others
35614-HAR,Female,20,No,Haryana,14,1,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",86.65,2208.75,0,0,1296.62,3505.37,Stayed,Others,Others
35642-WES,Male,59,No,"West Bengal",9,9,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",74.55,3023.55,0,0,1170.55,4194.1,Stayed,Others,Others
35643-UTT,Male,57,Yes,"Uttar Pradesh",1,4,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",-2,4013.8,25.49,0,1815.46,5803.77,Stayed,Others,Others
35648-TAM,Male,49,Yes,"Tamil Nadu",9,22,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",107.2,7317.1,0,0,2302.53,9619.63,Stayed,Others,Others
35653-AND,Female,43,No,"Andhra Pradesh",14,14,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",25.95,1801.9,0,0,1754.41,3556.31,Stayed,Others,Others
35656-AND,Male,44,Yes,"Andhra Pradesh",7,27,None,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",79.7,5293.4,0,0,2865.59,8158.99,Churned,Price,"Price too high"
35673-UTT,Female,47,Yes,"Uttar Pradesh",3,18,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",49.4,408.25,0,0,167.2,575.45,Stayed,Others,Others
35675-KAR,Male,57,Yes,Karnataka,5,20,None,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",76.4,3966.3,0,0,1614.66,5580.96,Stayed,Others,Others
35693-GUJ,Male,74,No,Gujarat,14,2,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",104.15,4495.65,0,0,916.52,5412.17,Stayed,Others,Others
35700-MAH,Female,55,No,Maharashtra,9,32,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.9,69.9,0,0,45.66,115.56,Churned,Competitor,"Competitor offered higher download speeds"
35701-MAH,Male,33,No,Maharashtra,10,6,None,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,"Two Year",No,"Credit Card",39.4,1978.65,0,130,0,2108.65,Stayed,Others,Others
35703-RAJ,Male,70,Yes,Rajasthan,0,26,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",114.5,8331.95,0,0,403.2,8735.15,Stayed,Others,Others
35715-WES,Female,34,No,"West Bengal",13,10,None,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.3,1308.4,0,0,424.5,1732.9,Churned,Competitor,"Competitor had better devices"
35717-JHA,Male,63,Yes,Jharkhand,14,11,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",69.7,3729.6,0,0,1679.57,5409.17,Stayed,Others,Others
35724-UTT,Female,62,No,"Uttar Pradesh",13,26,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.85,996.95,0,0,1523.37,2520.32,Stayed,Others,Others
35739-TEL,Male,33,No,Telangana,8,25,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",100.05,5299.65,0,0,1850.58,7150.23,Stayed,Others,Others
35753-BIH,Female,54,No,Bihar,5,13,None,No,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",38.8,603,0,0,0,603,Stayed,Others,Others
35755-UTT,Male,55,No,"Uttar Pradesh",5,27,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",99.35,6944.5,0,0,3360,10304.5,Stayed,Others,Others
35773-TAM,Female,43,Yes,"Tamil Nadu",6,21,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",49.4,184.4,0,10,39.08,233.48,Churned,Other,"Don't know"
35779-ODI,Female,41,No,Odisha,2,36,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",24.75,1342.15,0,0,1558.98,2901.13,Stayed,Others,Others
35808-TEL,Male,54,Yes,Telangana,2,9,None,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,No,No,No,"Two Year",Yes,"Credit Card",63.25,3342.45,0,130,2404.48,5876.93,Stayed,Others,Others
35811-UTT,Female,62,Yes,"Uttar Pradesh",10,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.3,228.75,0,0,501.36,730.11,Stayed,Others,Others
35816-UTT,Male,43,No,"Uttar Pradesh",7,4,None,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",54.75,54.75,0,0,13.01,67.76,Churned,Dissatisfaction,"Network reliability"
35822-UTT,Male,59,No,"Uttar Pradesh",9,9,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",89.9,2723.15,0,0,959.1,3682.25,Stayed,Others,Others
35834-ASS,Female,63,No,Assam,10,32,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.2,1027.25,0,0,894.72,1921.97,Stayed,Others,Others
35841-KAR,Female,53,No,Karnataka,5,4,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.4,401.1,45.37,0,211.45,567.18,Churned,Dissatisfaction,"Network reliability"
35885-MAD,Female,55,No,"Madhya Pradesh",9,25,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",51,354.05,0,0,241.43,595.48,Churned,Attitude,"Attitude of service provider"
35911-MAD,Male,53,No,"Madhya Pradesh",9,34,"Deal 4",Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Mailed Check",56.3,628.65,0,0,207.24,835.89,Stayed,Others,Others
35913-GUJ,Female,47,No,Gujarat,5,17,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",95.2,4285.8,43.95,50,2160.9,6452.75,Stayed,Others,Others
35919-PUN,Male,26,No,Punjab,13,11,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",81.95,2070.05,0,0,1116.7,3186.75,Stayed,Others,Others
35926-WES,Female,53,No,"West Bengal",0,6,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.8,1013.2,0,0,93.5,1106.7,Stayed,Others,Others
35972-UTT,Male,35,Yes,"Uttar Pradesh",0,11,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",90.15,6237.05,0,0,175,6412.05,Stayed,Others,Others
35974-ODI,Female,71,Yes,Odisha,2,18,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",59.6,2754,0,0,694.66,3448.66,Stayed,Others,Others
35990-GUJ,Female,62,Yes,Gujarat,9,25,"Deal 4",Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",83.8,1029.75,44.58,80,343.56,1408.73,Churned,Competitor,"Competitor had better devices"
36037-BIH,Male,40,No,Bihar,3,6,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",104,7028.5,0,0,127.65,7156.15,Stayed,Others,Others
36043-TAM,Female,27,No,"Tamil Nadu",14,23,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",-10,767.9,0,0,274.14,1042.04,Stayed,Others,Others
36120-ODI,Male,51,Yes,Odisha,1,30,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",64.8,4719.75,0,0,0,4719.75,Stayed,Others,Others
36138-KAR,Female,28,Yes,Karnataka,14,29,"Deal 5",Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",65.5,564.35,0,0,189.44,753.79,Stayed,Others,Others
36140-BIH,Female,51,No,Bihar,15,9,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",25.55,372.45,0,0,443.8,816.25,Stayed,Others,Others
36159-CHH,Female,43,No,Chhattisgarh,1,28,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.5,896.9,0,0,126.5,1023.4,Churned,Dissatisfaction,"Product dissatisfaction"
36180-UTT,Female,55,Yes,Uttarakhand,13,33,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Credit Card",65.65,4322.85,0,0,1529.61,5852.46,Stayed,Others,Others
36183-AND,Female,33,Yes,"Andhra Pradesh",7,23,"Deal 5",Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",65.5,573.15,0,0,69.84,642.99,Stayed,Others,Others
36195-UTT,Female,23,Yes,"Uttar Pradesh",4,4,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.1,401.85,0,0,697.14,1098.99,Stayed,Others,Others
